rank,content_id,decline_score,reason_code,action_label,avg_position,engagement_rate,ctr,days_since_last_update,word_count,is_declining_label
774,content_e66d477a3184,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,27.6,0.0,0.0,104,1333.0,1
775,content_db9c87755ede,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.0,0.94,0.0,104,3767.0,1
776,content_bfeba72c45ec,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,18.1,0.0,0.0,104,,1
777,content_2941475923db,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,47.8,0.0,0.0,104,,0
778,content_153ef301d30a,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,16.8,0.0,0.0,104,6609.0,1
779,content_15b5365cc852,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,37.6,0.0,0.0,104,1489.0,1
780,content_03e198a3ef08,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.3,0.0,0.0,104,,1
781,content_74bd6e435007,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.1,0.0,0.0,104,,1
782,content_690af49aae9b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,73.4,0.0,0.0,104,,0
783,content_b5d1fbc91005,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.3,0.56,0.06,104,5562.0,1
784,content_aa9fcfa9e45c,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.8,0.0,0.0,104,6279.0,1
785,content_4f6a7e2f3eec,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,25.7,0.0,0.0,104,,0
786,content_44ada5b12b7e,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,41.8,0.0,0.05,104,4626.0,0
787,content_ebc65aa06e79,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.6,0.0,0.05,104,4730.0,1
788,content_63c954de8b7d,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,19.8,0.0,0.0,104,6227.0,1
789,content_45744d0bbabe,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.5,0.0,0.0,104,,0
790,content_71f8a1e5d8d5,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.2,0.0,0.0,104,,0
791,content_8bd4ded768c1,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.0,0.0,0.05,104,7070.0,1
792,content_9cbc778d1f96,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,30.1,1.48,0.05,104,6864.0,1
793,content_08eb507fdfc2,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,57.7,0.0,0.05,104,,0
794,content_0733c992bdbf,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,29.1,0.0,0.0,104,1467.0,0
795,content_d25a099b3726,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,64.5,0.0,0.0,305,,0
796,content_706cc509a65c,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.0,0.0,0.0,104,1533.0,1
797,content_465c71d7e871,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,33.5,1.08,0.08,104,5278.0,0
798,content_bed9921d701f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,29.4,0.0,0.0,104,1376.0,1
799,content_49434ab7ba94,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,43.3,0.0,0.0,104,1425.0,1
800,content_e263bd5d0081,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,65.0,0.0,0.0,104,,0
801,content_4731832fd6a5,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,45.0,0.0,0.0,104,5591.0,1
802,content_791a70d557f8,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.0,0.0,0.0,104,1949.0,0
803,content_92d0774fde18,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.8,0.0,0.0,104,4505.0,1
804,content_2bb1cc3be229,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,43.0,0.0,0.0,104,1526.0,0
805,content_f57a59a44c37,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,52.7,0.0,0.0,104,,0
806,content_9f6c847260db,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,23.9,1.64,0.06,104,6579.0,1
807,content_83d2da903b4a,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,31.1,0.0,0.0,104,4525.0,1
808,content_e550bce46978,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.4,0.0,0.0,104,4093.0,1
809,content_eceffd3b9562,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,16.8,0.0,0.0,104,,0
810,content_9084523b410d,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,57.1,0.0,0.0,104,,0
811,content_17e60f3ab39c,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,27.8,0.0,0.06,104,5938.0,1
812,content_ff1f0c71893f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,25.6,0.72,0.03,104,6207.0,1
813,content_09dcd32f2afb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,16.9,0.0,0.0,104,5827.0,0
814,content_dde365ff0745,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.8,0.0,0.08,104,5807.0,0
815,content_109f8f7c9d39,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,54.4,0.0,0.01,104,7295.0,0
816,content_27c27414e9d6,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,36.4,0.0,0.0,104,,0
817,content_da9b97f0412e,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,41.4,0.0,0.0,104,1367.0,1
818,content_e683922057e8,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,35.3,0.0,0.0,104,1447.0,1
819,content_ea6eb90fd4eb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,33.8,0.0,0.0,104,,0
820,content_5be5abaf52d5,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,42.8,0.0,0.0,104,1573.0,1
821,content_139344725820,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,35.3,0.0,0.0,104,,0
822,content_eda10893c8cf,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.9,0.0,0.0,104,,0
823,content_953a722e3c0a,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,63.3,0.0,0.0,104,1602.0,1
824,content_6c5027813bfc,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,57.6,0.0,0.0,104,,0
825,content_dc092b2536cd,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.2,0.0,0.0,104,1464.0,1
826,content_5f2e3e8f4d17,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.6,0.0,0.09,104,6615.0,0
827,content_763b168ba95f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.7,0.0,0.0,104,1411.0,0
828,content_0ae3c180d412,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,23.4,0.0,0.0,104,5753.0,1
829,content_4c8ea2454a36,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,38.5,0.48,0.05,104,6016.0,1
830,content_c3dd69918c8c,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,49.3,0.0,0.0,151,1048.0,1
831,content_baf4c82acc2a,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,58.3,0.0,0.0,104,,0
832,content_03c48f228901,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.0,0.0,0.0,104,,1
833,content_f0f503c88cee,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.3,0.0,0.0,104,6818.0,1
834,content_19167461a1a4,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,38.6,0.37,0.08,104,6319.0,0
835,content_dc86a0c215e4,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,18.3,0.0,0.0,104,1389.0,1
836,content_efc38750921d,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,16.0,0.0,0.0,104,3666.0,1
837,content_f7671038eb94,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,45.9,0.0,0.02,104,4723.0,0
838,content_cc6b393d7bca,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,47.8,0.0,0.06,104,5667.0,1
839,content_d3cafacae20e,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,46.3,0.0,0.0,104,6294.0,1
840,content_4c370a8ce973,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,41.0,0.0,0.0,104,4324.0,1
841,content_bcb5a8ae4601,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.0,0.0,0.06,104,6208.0,1
842,content_32cfb0b2fccf,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,38.5,1.5,0.01,104,6244.0,1
843,content_cdf436b07716,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,39.2,0.95,0.03,104,4687.0,1
844,content_a0daee2036e8,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,23.9,0.0,0.0,104,1423.0,1
845,content_b93735bb4daf,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,49.3,0.0,0.0,104,,0
846,content_a46536ef982a,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,30.6,0.0,0.0,104,,0
847,content_307faca13155,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,60.8,0.0,0.0,104,,0
848,content_7275a6a3a8eb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,165.5,0.0,0.0,104,5737.0,0
849,content_2eca6ed1839f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.6,0.0,0.0,104,1569.0,1
850,content_a1a308f00602,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,35.6,0.0,0.08,104,,0
851,content_c0b3ed093072,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,17.4,0.0,0.0,104,,1
852,content_02c32f789281,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.2,0.0,0.0,104,6169.0,1
853,content_4601e9798c74,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,56.0,0.0,0.09,104,,0
854,content_d555aada28bf,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,52.0,0.0,0.0,104,,0
855,content_bc18d49d8f6b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,36.2,0.0,0.0,104,7043.0,0
856,content_85b6e6fcde68,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.6,0.0,0.0,104,,0
857,content_d01fc6ed62b3,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.5,0.0,0.0,104,,1
858,content_ff1825469830,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,36.8,0.0,0.0,104,,0
859,content_5d0a082f1e16,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.4,0.0,0.0,104,,1
860,content_39d34923a4eb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,57.4,0.0,0.03,104,,0
861,content_50fd5d5643fd,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.2,0.0,0.0,106,2416.0,1
862,content_50720f1c81b6,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.6,0.0,0.0,104,1375.0,1
863,content_e11a5f03e75b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.5,0.0,0.06,104,5430.0,1
864,content_daed38d2067b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.6,0.0,0.0,104,3518.0,1
865,content_29ec1008c834,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,40.0,0.0,0.0,151,1067.0,0
866,content_123807db2a80,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.2,0.0,0.0,104,7545.0,1
867,content_d4cff59233bb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,23.6,0.0,0.06,104,5157.0,1
868,content_0fd846366d94,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,27.5,0.0,0.0,104,,0
869,content_5755b6b5100d,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,18.2,0.0,0.0,104,5828.0,1
870,content_f188c246f679,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.7,0.49,0.09,104,6573.0,0
871,content_2f18c5cd36d8,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.6,0.0,0.0,104,8297.0,1
872,content_6371dda87114,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,36.1,0.0,0.0,104,,0
873,content_654f4b8bf560,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.8,0.0,0.0,104,7211.0,1
874,content_86444e331502,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.7,0.0,0.0,104,1373.0,1
875,content_33c2582626ad,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,48.4,0.0,0.03,104,5611.0,1
876,content_dc8cc5da83fd,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,30.9,0.58,0.09,104,5767.0,1
877,content_b41bccb47ba5,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,46.1,0.0,0.09,104,5611.0,1
878,content_c6ff95136793,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,36.2,0.0,0.0,104,,0
879,content_f54f2e1d4535,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,16.7,0.0,0.0,104,,1
880,content_6eeb631ce6f1,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,35.3,0.0,0.0,104,1390.0,1
881,content_5883f3faa8e3,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,44.2,1.23,0.03,104,6304.0,1
882,content_a77122a79b78,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,63.2,0.0,0.0,98,1359.0,1
883,content_10f8feb4e1e3,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,25.3,0.0,0.06,104,4805.0,1
884,content_45c6b7efaa2b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.3,0.72,0.0,104,5097.0,1
885,content_488f346b4086,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,37.0,0.0,0.0,92,1434.0,0
886,content_4ad12824fee2,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,53.5,0.0,0.0,104,,1
887,content_b86ac81ef83b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.4,0.0,0.0,104,7584.0,1
888,content_9623e642ff3a,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,44.1,0.0,0.03,104,5536.0,1
889,content_f813d0a86175,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,29.3,0.0,0.07,104,5958.0,0
890,content_166b9c37faa5,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,40.8,0.0,0.0,104,,0
891,content_e11a2c8b9da9,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,31.6,0.65,0.08,104,5963.0,0
892,content_24d4c0e7a032,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,45.5,0.0,0.0,104,,1
893,content_7e8e63368174,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,44.9,0.0,0.0,104,,0
894,content_5644cbccd141,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.7,0.0,0.0,104,1322.0,1
895,content_801af38fdc73,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,48.3,0.0,0.0,104,,0
896,content_e0995c3f3180,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,74.5,0.0,0.0,104,3200.0,0
897,content_a45145406e5f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,50.7,0.0,0.0,104,1697.0,0
898,content_20e8b946359f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,16.2,0.0,0.0,104,5434.0,1
899,content_250723200759,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,34.4,1.08,0.06,104,6776.0,1
900,content_6152a4af8aaf,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.1,0.0,0.0,104,,1
901,content_c788b01d5b46,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,17.7,0.0,0.0,104,1428.0,0
902,content_493a0c26b2cb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,35.6,0.0,0.0,104,1495.0,1
903,content_987a0c9b0910,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,27.6,0.0,0.04,104,6137.0,1
904,content_0ff00aff22eb,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.5,0.0,0.0,104,,1
905,content_00c444e468ab,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,19.6,0.18,0.07,104,6299.0,0
906,content_dc2afdc9bdec,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.1,0.0,0.0,104,,1
907,content_e1123ef6ffad,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,30.3,0.0,0.0,104,5530.0,1
908,content_efb6236a2935,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.8,1.25,0.02,104,6166.0,1
909,content_fc8db0e046b3,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,32.9,0.0,0.0,104,,0
910,content_5c12ce3e46f3,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,27.6,1.67,0.07,104,5712.0,1
911,content_773bd855a931,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,96.0,0.0,0.0,104,5624.0,0
912,content_ac7abb97aa53,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.0,0.0,0.0,104,4949.0,1
913,content_afd26a07382d,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,45.1,0.0,0.0,305,,0
914,content_42634cb0c5a3,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,18.8,1.03,0.02,104,5967.0,1
915,content_ec1dc95b0101,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,15.3,0.0,0.0,104,1265.0,1
916,content_fb9c4ed542c4,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.9,0.0,0.09,104,4651.0,1
917,content_5f5b48d17daa,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,36.1,0.0,0.0,151,1092.0,1
918,content_1b4d2c3cfa8d,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,17.2,0.0,0.0,104,,0
919,content_8eca38ff6041,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.9,0.0,0.0,104,,0
920,content_bdd872833815,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,24.8,0.0,0.07,104,4531.0,1
921,content_83258e039bc0,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,65.0,0.0,0.0,104,1537.0,0
922,content_dea9fe3082ba,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,57.6,0.0,0.0,104,,0
923,content_eb3404dc33dc,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,21.5,0.0,0.0,104,6217.0,1
924,content_767cc011faae,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,19.9,0.0,0.0,104,5778.0,1
925,content_a961e5b0d27b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,29.3,0.0,0.0,104,,0
926,content_6138b6f254ec,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,44.6,0.0,0.0,104,3132.0,1
927,content_3051582f4482,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,23.1,0.0,0.0,104,5114.0,0
928,content_415e2253770b,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,32.1,0.0,0.0,104,5019.0,1
929,content_63ac12ef4567,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,37.4,0.0,0.0,104,,0
930,content_b496809e76a5,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,18.4,0.0,0.0,104,3748.0,1
931,content_30e28ce98183,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,17.6,0.0,0.0,104,1395.0,1
932,content_ac1690c7fcff,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,41.4,0.0,0.01,104,6873.0,0
933,content_86dfd00bcb71,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,22.0,0.0,0.0,104,,0
934,content_2e4bd300b7c8,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,32.1,0.0,0.0,104,,0
935,content_9b8949116824,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,26.2,0.0,0.03,104,6573.0,1
936,content_5435904cc461,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,28.0,0.0,0.0,104,,0
937,content_2149cbc42bc0,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,41.8,0.0,0.03,104,5042.0,1
938,content_524585c28046,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,20.6,0.0,0.0,151,1157.0,0
939,content_2c89cb89145f,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,23.8,1.54,0.09,104,6409.0,0
940,content_6c4878bc9fe1,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,33.7,0.0,0.0,104,,1
941,content_9bd0058e5f26,0.9999999999999999,"POOR_RANK,LOW_ENGAGEMENT,STALE,LOW_CTR",REFRESH,17.4,0.0,0.07,104,5717.0,0
